[08-08-18 17:37:09.767] MPU_raw: 	0.07	0.08	9.47	0.01	0.01	0.05	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.35	0.03	12.95
[08-08-18 17:37:09.767] LSM_raw: 	-0.65	-0.35	9.73	0.09	-4.46	7.11	10.03	7.49	14.51
[08-08-18 17:37:09.767] MPU_raw: 	0.06	0.09	9.45	0.00	0.06	0.07	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.34	0.09	13.04
[08-08-18 17:37:09.767] LSM_raw: 	-0.56	-0.34	9.74	1.31	-6.23	7.26	10.04	7.62	14.46
[08-08-18 17:37:09.767] MPU_raw: 	-0.05	0.08	9.46	-0.01	0.11	0.08	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.32	0.20	13.15
[08-08-18 17:37:09.767] LSM_raw: 	-0.41	-0.29	9.74	0.84	-2.00	6.15	9.91	7.45	14.34
[08-08-18 17:37:09.767] MPU_raw: 	-0.17	-0.01	9.52	-0.01	0.04	0.06	17.10	21.00	-15.00
[08-08-18 17:37:09.891] MPU_ypr: 	0.29	0.30	13.25
[08-08-18 17:37:09.891] LSM_raw: 	-0.52	-0.29	9.75	-1.22	0.68	5.16	10.05	7.44	14.71
[08-08-18 17:37:09.891] MPU_raw: 	-0.07	0.07	9.49	0.01	-0.03	0.04	17.10	21.00	-15.00
[08-08-18 17:37:09.891] MPU_ypr: 	0.28	0.31	13.32
[08-08-18 17:37:09.891] LSM_raw: 	-0.51	-0.32	9.75	-0.63	2.40	4.63	10.05	7.44	14.58
[08-08-18 17:37:09.891] MPU_raw: 	-0.06	0.05	9.51	0.02	-0.04	0.03	17.10	21.00	-15.00
[08-08-18 17:37:09.891] MPU_ypr: 	0.28	0.29	13.36
[08-08-18 17:37:09.891] LSM_raw: 	-0.53	-0.30	9.73	0.75	3.83	3.21	10.05	7.46	14.58
[08-08-18 17:37:09.891] MPU_raw: 	-0.04	-0.03	9.50	0.01	-0.08	0.01	17.10	21.00	-15.00
[08-08-18 17:37:09.891] MPU_ypr: 	0.28	0.23	13.40
